neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
Brooklyn,Windsor Terrace,40.6518,-73.97575,Entire home/apt,30,1,2019-03-31,0.3,1,0,52
Brooklyn,Flatbush,40.64316,-73.96285,Private room,1,105,2019-07-03,2.54,2,111,65
Manhattan,Midtown,40.75683,-73.96901,Entire home/apt,30,0,,,91,147,165
Brooklyn,Bay Ridge,40.63971,-74.03089,Private room,1,1,2017-12-25,0.05,1,0,58
Manhattan,Chelsea,40.74226,-73.99608,Entire home/apt,30,0,,,121,337,269
Manhattan,Gramercy,40.73619,-73.98022,Private room,18,0,,,1,33,88
Queens,Astoria,40.76529,-73.91137,Entire home/apt,5,1,2019-01-01,0.16,1,0,103
Manhattan,Harlem,40.80833,-73.95101,Entire home/apt,3,89,2019-07-02,3.41,1,96,275
Manhattan,Washington Heights,40.8436,-73.9412,Entire home/apt,11,1,2018-07-30,0.09,1,342,125
Manhattan,Washington Heights,40.8352,-73.94045,Private room,1,3,2017-08-23,0.13,1,0,50
Queens,Ditmars Steinway,40.77204,-73.90868,Private room,26,1,2017-09-02,0.04,1,0,35
Queens,Rego Park,40.72684,-73.86409,Private room,4,0,,,1,0,40
Manhattan,Midtown,40.7534,-73.97283,Private room,5,0,,,1,6,300
Brooklyn,Bedford-Stuyvesant,40.69165,-73.94345,Private room,1,244,2019-05-29,6.02,4,189,62
Queens,Middle Village,40.71474,-73.89931,Private room,1,21,2019-06-19,6.49,1,14,28
Brooklyn,East Flatbush,40.66051,-73.92964,Private room,1,0,,,3,364,75
Manhattan,Midtown,40.74708,-73.98513,Private room,1,8,2019-07-05,6.67,5,236,100
Brooklyn,Bushwick,40.70107,-73.93934,Shared room,30,1,2019-04-14,0.35,14,341,35
Manhattan,Harlem,40.80639,-73.94834,Entire home/apt,2,0,,,1,0,82
Manhattan,Hell's Kitchen,40.76088,-73.99081,Entire home/apt,1,25,2019-07-05,7.98,1,12,144
Brooklyn,Bedford-Stuyvesant,40.68548,-73.93805,Entire home/apt,1,50,2019-07-07,4.37,2,257,96
Manhattan,Inwood,40.87328,-73.91458,Entire home/apt,21,7,2019-01-15,0.38,1,156,70
Manhattan,Kips Bay,40.74056,-73.98077,Private room,1,24,2019-07-01,6.43,3,35,69
Brooklyn,Sunset Park,40.64024,-74.01573,Private room,1,18,2018-11-11,0.61,8,241,54
Queens,Bayside,40.7583,-73.77232,Entire home/apt,2,123,2019-07-05,4.69,1,108,80
Brooklyn,Bedford-Stuyvesant,40.68795,-73.95614,Private room,2,9,2019-04-29,1.29,4,311,65
Queens,Ridgewood,40.69385,-73.90296,Private room,1,50,2019-06-01,2.34,2,341,50
Brooklyn,East Flatbush,40.64695,-73.93121,Private room,2,3,2019-06-23,1.14,4,365,100
Brooklyn,Clinton Hill,40.68961,-73.96839,Entire home/apt,14,0,,,1,0,125
Brooklyn,Bushwick,40.69222,-73.91971,Entire home/apt,2,2,2019-07-02,2.0,3,351,200
Manhattan,Hell's Kitchen,40.76559,-73.99221,Private room,2,79,2019-06-24,1.33,1,80,110
Queens,Long Island City,40.74401,-73.95094,Entire home/apt,30,3,2019-06-30,0.06,1,231,135
Manhattan,East Village,40.72391,-73.98409,Entire home/apt,2,8,2019-06-02,3.08,1,263,700
Manhattan,Midtown,40.76427,-73.97618,Private room,1,1,2019-06-30,1.0,14,349,375
Brooklyn,Clinton Hill,40.68214,-73.96536,Entire home/apt,6,2,2018-08-29,0.18,1,0,119
Brooklyn,East Flatbush,40.65024,-73.95051,Shared room,30,2,2018-04-30,0.09,7,365,26
Brooklyn,Fort Greene,40.68904,-73.9759,Entire home/apt,3,4,2019-07-06,2.14,1,78,225
Manhattan,Greenwich Village,40.73313,-73.9971,Entire home/apt,1,1,2019-06-26,1.0,1,156,450
Brooklyn,Flatbush,40.65385,-73.96202,Entire home/apt,1,48,2019-07-06,4.19,1,21,90
Queens,Bellerose,40.73193,-73.74481,Shared room,2,0,,,1,365,150
Brooklyn,Bushwick,40.70056,-73.92162,Entire home/apt,2,2,2019-06-24,2.0,1,274,230
Manhattan,Midtown,40.7582,-73.97843,Entire home/apt,29,0,,,1,340,210
Manhattan,Stuyvesant Town,40.73182,-73.98158,Private room,30,3,2018-08-23,0.28,2,0,100
Manhattan,Upper East Side,40.77311,-73.95508,Entire home/apt,5,10,2019-03-09,0.76,1,25,150
Queens,Astoria,40.7696,-73.92694,Entire home/apt,21,0,,,1,0,79
Brooklyn,Bedford-Stuyvesant,40.68424,-73.92828,Private room,2,34,2019-07-02,4.2,1,175,65
Manhattan,Upper East Side,40.77914,-73.94965,Entire home/apt,14,0,,,1,0,180
Manhattan,Chelsea,40.74999,-74.00205,Entire home/apt,2,8,2019-07-01,4.36,1,41,195
Manhattan,SoHo,40.72741,-74.00178,Entire home/apt,3,2,2016-05-26,0.05,1,0,185
Manhattan,Greenwich Village,40.72603,-73.99746,Entire home/apt,21,0,,,1,0,161
Manhattan,Harlem,40.80724,-73.94739,Entire home/apt,1,1,2014-08-05,0.02,1,0,170
Brooklyn,Crown Heights,40.67074,-73.94896,Entire home/apt,3,63,2019-07-05,4.36,1,165,125
Brooklyn,Greenpoint,40.72398,-73.94978,Entire home/apt,2,115,2019-07-07,4.26,2,32,150
Manhattan,Chinatown,40.71433,-73.99028,Entire home/apt,2,11,2019-05-31,0.27,1,0,125
Manhattan,Upper East Side,40.76717,-73.95532,Private room,1,202,2019-05-27,3.31,2,263,95
Manhattan,Lower East Side,40.7219,-73.98717,Private room,2,100,2019-06-24,3.34,1,145,174
Queens,East Elmhurst,40.76111,-73.88408,Private room,3,13,2019-07-03,5.42,2,80,45
Manhattan,Gramercy,40.73524,-73.98441,Entire home/apt,5,2,2019-01-05,0.05,3,30,239
Manhattan,West Village,40.73176,-74.00428,Entire home/apt,7,3,2019-05-24,0.49,1,10,179
Brooklyn,Fort Greene,40.69277,-73.97449,Entire home/apt,1,12,2016-10-16,0.3,1,0,170
Manhattan,East Harlem,40.79591,-73.94801,Private room,3,161,2019-06-15,1.98,2,24,108
Manhattan,Hell's Kitchen,40.75603,-73.99214,Entire home/apt,30,3,2018-11-05,0.34,1,226,125
Brooklyn,Greenpoint,40.72528,-73.94428,Entire home/apt,5,72,2019-06-20,2.73,2,198,175
Manhattan,Upper East Side,40.78167,-73.94734,Private room,3,7,2019-05-15,0.68,5,213,89
Manhattan,Theater District,40.75895,-73.9883,Private room,1,330,2019-06-20,7.14,1,111,150
Brooklyn,Bedford-Stuyvesant,40.68085,-73.94354,Entire home/apt,2,48,2019-06-27,5.12,1,267,130
Brooklyn,Williamsburg,40.71697,-73.94227,Entire home/apt,2,1,2019-06-16,1.0,3,318,295
Manhattan,Midtown,40.7671,-73.98148,Entire home/apt,30,0,,,18,364,300
Manhattan,West Village,40.73144,-74.00388,Entire home/apt,2,3,2018-08-12,0.16,2,0,150
Brooklyn,Flatbush,40.64745,-73.95606,Private room,3,58,2019-05-19,0.77,1,364,96
Brooklyn,Bedford-Stuyvesant,40.69181,-73.95366,Entire home/apt,5,44,2018-12-31,1.5,1,66,97
Brooklyn,Crown Heights,40.67376,-73.95816,Entire home/apt,3,0,,,2,8,250
Brooklyn,Park Slope,40.66723,-73.98043,Entire home/apt,2,18,2019-06-24,0.31,1,58,100
Queens,Astoria,40.76605,-73.92425,Entire home/apt,14,2,2019-06-28,0.32,1,341,250
Queens,Fresh Meadows,40.7492,-73.78445,Private room,1,3,2018-10-28,0.3,1,87,90
Manhattan,Nolita,40.72226,-73.99351,Entire home/apt,3,3,2019-06-26,3.0,1,312,400
Queens,Astoria,40.77089,-73.93036,Private room,1,3,2018-10-10,0.3,1,0,100
Manhattan,Little Italy,40.71955,-73.99706,Entire home/apt,3,219,2019-06-16,2.68,1,212,199
Brooklyn,Bushwick,40.68683,-73.91692,Private room,2,41,2019-06-12,2.46,10,362,60
Queens,Flushing,40.76135,-73.80724,Private room,1,0,,,6,7,35
Queens,St. Albans,40.68988,-73.76308,Private room,1,0,,,1,364,208
Brooklyn,Bushwick,40.69242,-73.90441,Private room,30,5,2019-06-06,0.24,1,141,60
Queens,Jamaica,40.66933,-73.77818,Entire home/apt,3,60,2019-05-12,1.71,2,0,60
Brooklyn,Bedford-Stuyvesant,40.68303,-73.95431,Entire home/apt,3,58,2019-06-18,2.63,1,295,130
Manhattan,Lower East Side,40.72309,-73.98926,Private room,1,0,,,1,0,150
Brooklyn,Red Hook,40.67477,-74.01046,Entire home/apt,2,71,2019-06-13,1.45,1,287,350
Manhattan,West Village,40.73696,-74.00397,Entire home/apt,1,12,2018-05-11,0.65,1,0,170
Brooklyn,East Flatbush,40.641,-73.93467,Entire home/apt,1,0,,,2,88,98
Brooklyn,Bedford-Stuyvesant,40.68367,-73.95101,Private room,1,0,,,2,0,75
Manhattan,Kips Bay,40.74011,-73.98185,Entire home/apt,1,0,,,1,0,200
Manhattan,Harlem,40.82421,-73.95426,Private room,7,1,2016-08-02,0.03,1,0,40
Manhattan,Greenwich Village,40.7338,-73.99498,Entire home/apt,5,7,2019-01-05,0.18,1,0,200
Manhattan,Nolita,40.72242,-73.99463,Private room,1,0,,,8,0,84
Brooklyn,Clinton Hill,40.69229,-73.96774,Entire home/apt,2,1,2019-06-30,1.0,1,26,115
Manhattan,Greenwich Village,40.73698,-73.99675,Private room,4,5,2017-07-30,0.16,3,0,120
Queens,Arverne,40.58817,-73.79513,Entire home/apt,2,0,,,2,69,275
Bronx,Williamsbridge,40.87309,-73.86326,Private room,1,5,2017-06-03,0.19,1,0,60
Manhattan,West Village,40.73261,-74.00116,Private room,3,129,2019-06-14,2.52,1,78,80
Manhattan,Financial District,40.70606,-74.0054,Entire home/apt,1,54,2019-06-29,3.95,6,117,295
Manhattan,Midtown,40.75581,-73.96605,Entire home/apt,1,7,2019-05-07,0.51,1,156,190
Brooklyn,Kensington,40.64205,-73.98049,Private room,1,19,2019-06-22,1.69,11,28,40
Manhattan,West Village,40.73726,-74.00085,Entire home/apt,1,8,2018-12-27,0.41,1,361,2590
Queens,East Elmhurst,40.7642,-73.86932,Entire home/apt,4,15,2019-06-07,1.34,1,203,100
Manhattan,Financial District,40.708,-74.01485,Private room,25,0,,,1,99,52
Manhattan,Washington Heights,40.85045,-73.93493,Private room,2,20,2019-06-30,1.74,1,357,75
Manhattan,Civic Center,40.71654,-74.00138,Private room,4,23,2017-09-15,0.35,1,0,60
Queens,Astoria,40.76482,-73.92514,Private room,2,36,2017-09-16,0.73,1,0,40
Queens,Flushing,40.765,-73.81875,Entire home/apt,1,12,2019-07-03,10.91,4,159,96
Manhattan,East Harlem,40.79826,-73.94145,Entire home/apt,3,20,2019-06-20,2.74,3,283,260
Queens,South Ozone Park,40.67711,-73.8054,Private room,1,73,2018-08-12,2.2,1,0,29
Brooklyn,Greenpoint,40.72214,-73.94566,Entire home/apt,2,0,,,1,12,220
Brooklyn,Bedford-Stuyvesant,40.6925,-73.95551,Shared room,1,16,2019-06-15,1.51,34,365,36
Manhattan,Midtown,40.76543,-73.98078,Entire home/apt,1,0,,,8,0,261
Brooklyn,Bushwick,40.70335,-73.92891,Private room,2,1,2015-09-07,0.02,1,0,70
Manhattan,Hell's Kitchen,40.75666,-73.99444,Entire home/apt,2,174,2019-06-22,4.88,1,65,185
Brooklyn,Windsor Terrace,40.6602,-73.98052,Entire home/apt,1,7,2019-05-19,2.47,1,71,155
Manhattan,Hell's Kitchen,40.76082,-73.99709,Entire home/apt,30,0,,,232,338,385
Bronx,City Island,40.85139,-73.78414,Entire home/apt,1,227,2019-06-18,5.65,1,16,95
Bronx,Concourse,40.83659,-73.91777,Private room,1,1,2018-10-13,0.11,2,8,40
Brooklyn,Bedford-Stuyvesant,40.69937,-73.94447,Private room,1,9,2019-03-06,0.27,1,0,45
Brooklyn,East Flatbush,40.65381,-73.94819,Private room,2,48,2019-01-03,2.58,2,0,30
Brooklyn,Williamsburg,40.71159,-73.96581,Entire home/apt,2,15,2019-06-20,2.76,1,0,61
Manhattan,Upper East Side,40.77688,-73.95505,Entire home/apt,30,1,2017-04-05,0.04,96,333,250
Queens,Sunnyside,40.73641,-73.92415,Private room,5,5,2019-06-30,1.26,4,297,40
Queens,Laurelton,40.68013,-73.74734,Private room,1,3,2019-07-07,0.33,4,180,180
Manhattan,Upper West Side,40.80131,-73.9675,Private room,5,2,2017-03-08,0.03,1,0,69
Manhattan,Chelsea,40.74942,-74.00335,Private room,8,0,,,1,78,350
Manhattan,Upper East Side,40.77648,-73.96126,Entire home/apt,4,10,2019-05-28,0.17,1,348,225
Queens,Astoria,40.76923,-73.91835,Entire home/apt,1,2,2016-08-06,0.05,1,0,90
Brooklyn,Prospect-Lefferts Gardens,40.65497,-73.96169,Entire home/apt,2,45,2019-06-23,1.08,4,345,140
Manhattan,East Village,40.72841,-73.98615,Private room,30,1,2019-05-31,0.77,8,325,62
Queens,Jackson Heights,40.75749,-73.85811,Private room,1,43,2019-06-23,4.94,3,48,65
Brooklyn,Boerum Hill,40.68872,-73.98938,Entire home/apt,5,0,,,1,0,126
Manhattan,Chinatown,40.7138,-73.99371,Private room,3,4,2018-10-16,0.31,3,90,125
Brooklyn,Park Slope,40.67781,-73.98083,Private room,2,7,2018-05-28,0.32,1,0,70
Brooklyn,Greenpoint,40.72034,-73.95478,Entire home/apt,2,18,2019-06-30,0.42,1,0,135
Manhattan,Little Italy,40.71829,-73.9978,Entire home/apt,30,0,,,1,89,174
Manhattan,West Village,40.72916,-74.00433,Entire home/apt,3,5,2016-10-28,0.08,1,0,120
Brooklyn,Clinton Hill,40.69325,-73.96732,Entire home/apt,2,0,,,1,6,175
Brooklyn,Bushwick,40.69791,-73.93615,Private room,14,1,2016-01-31,0.02,1,0,40
Brooklyn,Bushwick,40.69627,-73.92265,Private room,3,0,,,5,0,50
Manhattan,Upper West Side,40.77213,-73.98265,Entire home/apt,12,1,2019-01-05,0.16,1,289,145
Brooklyn,Williamsburg,40.7116,-73.94432,Private room,2,13,2019-06-10,0.58,2,7,90
Manhattan,Midtown,40.74658,-73.98298,Entire home/apt,29,0,,,96,325,279
Brooklyn,East Flatbush,40.64915,-73.95147,Private room,25,0,,,1,305,40
Manhattan,Upper East Side,40.78278,-73.9482,Entire home/apt,30,4,2018-05-15,0.07,9,311,250
Manhattan,East Village,40.72873,-73.98399,Entire home/apt,2,2,2015-09-27,0.04,1,0,225
Manhattan,Theater District,40.75491,-73.98507,Private room,1,3,2019-06-16,3.0,9,318,100
Manhattan,Harlem,40.81575,-73.9537,Entire home/apt,7,34,2017-10-23,0.58,2,0,145
Manhattan,East Harlem,40.78907,-73.94877,Entire home/apt,1,107,2019-06-27,1.91,1,116,75
Brooklyn,Williamsburg,40.71093,-73.95815,Entire home/apt,31,1,2019-07-01,1.0,1,90,250
Brooklyn,Borough Park,40.63313,-74.00598,Private room,1,7,2019-06-24,4.04,6,364,35
Brooklyn,Greenpoint,40.73292,-73.95987,Entire home/apt,2,0,,,1,0,250
Manhattan,Harlem,40.82321,-73.95662,Private room,2,0,,,1,0,37
Brooklyn,Clinton Hill,40.69319,-73.96093,Private room,1,1,2019-05-05,0.45,2,52,41
Queens,Long Island City,40.74989,-73.93777,Entire home/apt,2,5,2015-10-11,0.1,1,0,155
Brooklyn,Bedford-Stuyvesant,40.68644,-73.95712,Private room,30,25,2019-06-20,2.08,3,0,60
Brooklyn,Williamsburg,40.71655,-73.94162,Private room,1,28,2018-08-28,1.35,2,0,85
Manhattan,Upper West Side,40.79147,-73.96644,Private room,14,0,,,1,87,99
Manhattan,Harlem,40.82827,-73.94257,Entire home/apt,3,15,2019-06-15,1.99,1,0,108
Queens,Glendale,40.70012,-73.89451,Entire home/apt,1,0,,,5,21,126
Brooklyn,Crown Heights,40.66971,-73.94351,Entire home/apt,1,26,2019-06-21,0.96,3,271,275
Brooklyn,Bedford-Stuyvesant,40.6839,-73.94446,Entire home/apt,4,1,2014-01-03,0.01,1,0,75
Manhattan,Roosevelt Island,40.76241,-73.94878,Private room,7,0,,,1,0,78
Brooklyn,Bedford-Stuyvesant,40.68243,-73.9534,Entire home/apt,2,2,2016-10-10,0.06,2,364,150
Brooklyn,Canarsie,40.64361,-73.90435,Entire home/apt,1,1,2018-06-20,0.08,1,178,140
Brooklyn,Williamsburg,40.71657,-73.9597,Entire home/apt,7,3,2013-11-21,0.04,1,0,115
Manhattan,Lower East Side,40.71401,-73.98917,Shared room,1,214,2019-07-05,1.81,4,188,40
Brooklyn,Williamsburg,40.7139,-73.94628,Private room,3,1,2015-11-23,0.02,1,0,41
Manhattan,Kips Bay,40.74002,-73.97914,Entire home/apt,30,0,,,8,365,155
Manhattan,Harlem,40.82952,-73.95064,Private room,4,3,2017-09-17,0.13,1,0,75
Brooklyn,Flatlands,40.62906,-73.92938,Entire home/apt,1,24,2019-06-24,1.3,1,328,117
Queens,St. Albans,40.686,-73.7691,Private room,2,4,2019-06-28,0.29,5,180,59
Brooklyn,Bushwick,40.68315,-73.90908,Private room,2,44,2019-03-10,1.41,4,325,35
Brooklyn,Cypress Hills,40.68207,-73.87358,Entire home/apt,5,1,2019-06-26,1.0,3,29,82
Queens,Elmhurst,40.73607,-73.87981,Private room,1,1,2015-08-08,0.02,1,0,60
Brooklyn,Williamsburg,40.71612,-73.95085,Private room,5,11,2017-09-13,0.36,1,83,200
Brooklyn,Williamsburg,40.71572,-73.94058,Entire home/apt,2,2,2015-08-02,0.04,2,0,350
Manhattan,Two Bridges,40.71149,-73.99721,Private room,3,8,2019-07-02,1.71,1,123,65
Manhattan,East Village,40.72726,-73.97573,Private room,3,51,2018-11-25,0.7,1,127,75
Manhattan,Midtown,40.7566,-73.96956,Entire home/apt,30,7,2018-09-29,0.22,91,127,133
Brooklyn,Bensonhurst,40.60859,-73.99331,Entire home/apt,30,19,2018-07-15,1.17,2,179,200
Brooklyn,East Flatbush,40.63876,-73.95073,Entire home/apt,2,72,2019-06-13,4.07,2,337,80
Manhattan,Midtown,40.74828,-73.98401,Private room,1,4,2018-02-15,0.12,1,365,189
Brooklyn,Crown Heights,40.67432,-73.95329,Private room,30,1,2017-01-02,0.03,1,87,700
Brooklyn,Bushwick,40.70159,-73.92115,Entire home/apt,30,1,2017-06-24,0.04,1,45,93
Bronx,Longwood,40.82654,-73.90516,Private room,2,7,2019-06-16,3.5,1,60,27
Brooklyn,Prospect Heights,40.67628,-73.96425,Entire home/apt,5,1,2015-09-02,0.02,1,0,90
Brooklyn,Bushwick,40.68513,-73.91385,Private room,30,0,,,26,365,50
Manhattan,Upper West Side,40.80059,-73.96552,Entire home/apt,1,123,2019-07-01,2.89,1,80,75
Manhattan,NoHo,40.72773,-73.99134,Private room,2,115,2018-12-05,1.17,1,75,130
Manhattan,Nolita,40.72235,-73.99454,Entire home/apt,1,9,2019-05-17,0.97,1,11,140
Manhattan,Upper West Side,40.77578,-73.98923,Entire home/apt,30,5,2019-02-27,0.26,25,254,255
Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,3,150,2019-07-05,1.55,1,277,249
Queens,Ridgewood,40.70679,-73.91692,Entire home/apt,2,153,2019-06-16,3.77,1,337,118
Manhattan,Hell's Kitchen,40.7601,-73.99166,Private room,1,59,2019-06-20,5.25,12,194,115
Manhattan,Hell's Kitchen,40.75613,-73.99785,Shared room,1,0,,,1,15,70
Manhattan,Hell's Kitchen,40.76486,-73.98682,Entire home/apt,2,6,2017-08-27,0.2,1,0,200
Brooklyn,DUMBO,40.70311,-73.98853,Private room,1,0,,,1,0,74
Manhattan,Washington Heights,40.84221,-73.93705,Entire home/apt,4,4,2019-06-30,1.88,1,51,90
Manhattan,Washington Heights,40.84258,-73.93789,Private room,30,9,2019-06-02,1.42,2,365,100
Brooklyn,Prospect-Lefferts Gardens,40.65887,-73.94924,Private room,5,2,2019-01-02,0.16,1,54,75
Manhattan,Hell's Kitchen,40.75864,-73.99056,Entire home/apt,3,149,2019-07-02,3.11,1,201,499
Manhattan,Hell's Kitchen,40.76171,-73.98728,Entire home/apt,2,1,2019-06-24,1.0,1,125,177
Manhattan,Hell's Kitchen,40.76582,-73.98409,Entire home/apt,3,38,2019-06-29,3.33,1,9,195
Brooklyn,Williamsburg,40.70612,-73.95549,Entire home/apt,1,0,,,1,297,99
Manhattan,Harlem,40.82393,-73.93947,Private room,7,0,,,1,35,55
Bronx,Mott Haven,40.81132,-73.91715,Entire home/apt,3,1,2019-05-23,0.64,3,48,145
Brooklyn,Williamsburg,40.71483,-73.94935,Private room,30,13,2019-06-30,0.47,2,64,68
Brooklyn,Bedford-Stuyvesant,40.69657,-73.93536,Private room,21,1,2019-06-04,0.86,1,10,50
Bronx,Longwood,40.82794,-73.90412,Private room,2,1,2019-06-24,1.0,1,364,45
Manhattan,Midtown,40.76024,-73.97483,Entire home/apt,1,0,,,6,365,1999
Brooklyn,Prospect-Lefferts Gardens,40.65627,-73.95468,Entire home/apt,2,10,2017-05-30,0.29,1,0,225
Brooklyn,Canarsie,40.63993,-73.902,Entire home/apt,4,4,2019-06-23,2.79,1,284,114
Brooklyn,Bushwick,40.69233,-73.92636,Private room,7,1,2019-01-01,0.16,2,365,100
Staten Island,Grant City,40.57801,-74.10869,Private room,21,0,,,2,281,29
Manhattan,Upper West Side,40.80031,-73.95847,Entire home/apt,2,6,2016-12-11,0.16,1,0,380
Brooklyn,Sunset Park,40.65012,-74.00603,Private room,1,20,2019-06-28,2.07,4,162,60
Manhattan,Washington Heights,40.85084,-73.94125,Private room,2,65,2019-06-03,1.05,1,311,72
Manhattan,Midtown,40.75034,-73.9878,Entire home/apt,30,0,,,96,311,250
Staten Island,New Springville,40.58508,-74.16162,Entire home/apt,1,87,2019-06-24,4.18,1,0,58
Queens,Sunnyside,40.74746,-73.91416,Entire home/apt,3,40,2019-06-10,0.91,1,128,99
Manhattan,East Village,40.72551,-73.98542,Entire home/apt,10,4,2018-08-31,0.08,1,31,260
Bronx,Clason Point,40.80652,-73.85312,Entire home/apt,3,1,2018-08-27,0.09,1,0,350
Brooklyn,Crown Heights,40.67833,-73.9629,Entire home/apt,3,2,2017-04-15,0.05,1,0,180
Manhattan,Chinatown,40.71363,-73.9909,Private room,1,58,2019-06-15,2.68,2,10,90
Brooklyn,Borough Park,40.64032,-73.99728,Private room,30,0,,,43,361,50
Manhattan,Tribeca,40.71684,-74.00544,Entire home/apt,30,0,,,232,342,350
Brooklyn,Williamsburg,40.70905,-73.95315,Private room,3,2,2019-04-21,0.71,1,0,90
Manhattan,Upper East Side,40.78086,-73.94974,Entire home/apt,14,3,2015-12-10,0.07,1,0,135
Manhattan,Harlem,40.80794,-73.9415,Private room,1,3,2016-06-03,0.08,1,0,80
Brooklyn,Crown Heights,40.66571,-73.9338,Private room,30,5,2018-08-10,0.28,4,292,35
Manhattan,Midtown,40.76261,-73.9768,Entire home/apt,30,0,,,1,337,560
Manhattan,Upper West Side,40.78487,-73.9754,Entire home/apt,1,0,,,1,0,125
Brooklyn,East Flatbush,40.65226,-73.95166,Private room,2,60,2019-06-28,2.63,4,9,48
Manhattan,Murray Hill,40.74537,-73.97462,Entire home/apt,2,0,,,1,0,230
Queens,Woodhaven,40.68655,-73.86491,Private room,3,48,2019-06-08,1.8,9,332,69
Manhattan,Little Italy,40.71828,-73.99761,Entire home/apt,30,4,2019-05-05,0.12,1,35,115
Brooklyn,Crown Heights,40.67368,-73.92165,Private room,2,97,2019-06-24,3.07,5,145,29
Manhattan,Harlem,40.81205,-73.95322,Private room,1,4,2019-06-02,0.28,4,365,65
Manhattan,West Village,40.73316,-74.00632,Entire home/apt,30,13,2019-05-20,0.24,39,291,300
Manhattan,Lower East Side,40.71796,-73.98445,Entire home/apt,1,1,2018-08-05,0.09,2,0,226
Manhattan,Theater District,40.7615,-73.98527,Private room,14,15,2019-06-20,0.48,1,122,180
Manhattan,Harlem,40.83082,-73.94677,Private room,4,2,2019-04-24,0.11,2,13,60
Brooklyn,Bedford-Stuyvesant,40.68033,-73.91023,Private room,30,1,2018-09-11,0.1,1,62,31
Brooklyn,Cypress Hills,40.67816,-73.90583,Private room,2,17,2019-05-27,0.7,1,353,80
Manhattan,East Harlem,40.79508,-73.94895,Private room,1,204,2019-07-05,3.41,1,219,72
Manhattan,Hell's Kitchen,40.76343,-73.99391,Entire home/apt,30,5,2018-04-16,0.13,31,345,120
Manhattan,Hell's Kitchen,40.76223,-73.99296,Entire home/apt,4,0,,,1,0,150
Brooklyn,Cobble Hill,40.68732,-73.99245,Entire home/apt,3,23,2019-06-16,0.51,1,2,147
Manhattan,Upper East Side,40.77481,-73.95641,Entire home/apt,3,32,2019-05-27,1.22,1,4,123
Manhattan,Upper West Side,40.79386,-73.97223,Private room,1,111,2019-07-01,3.51,1,42,80
Manhattan,West Village,40.73635,-74.00223,Entire home/apt,1,0,,,8,72,89
Manhattan,Harlem,40.8085,-73.94113,Private room,14,4,2019-07-01,0.11,2,184,75
Brooklyn,Bushwick,40.69387,-73.91826,Private room,30,0,,,2,54,33
Manhattan,West Village,40.73291,-74.00059,Entire home/apt,4,6,2017-06-28,0.16,1,0,246
Manhattan,Inwood,40.86471,-73.92422,Private room,2,3,2018-07-18,0.23,2,0,47
Brooklyn,Crown Heights,40.67828,-73.96228,Private room,1,4,2019-03-25,0.11,1,0,50
Bronx,Mott Haven,40.81058,-73.9069,Private room,5,0,,,1,179,80
Brooklyn,Flatbush,40.64504,-73.9608,Entire home/apt,2,6,2019-06-30,1.5,1,17,110
Brooklyn,Williamsburg,40.71191,-73.95988,Entire home/apt,30,9,2019-05-25,0.44,3,298,198
Brooklyn,Clinton Hill,40.6837,-73.96505,Entire home/apt,5,1,2016-03-17,0.02,1,0,125
Brooklyn,Flatbush,40.6512,-73.95908,Entire home/apt,5,13,2019-06-25,1.89,1,8,81
Brooklyn,Williamsburg,40.71986,-73.95619,Private room,2,35,2017-01-02,0.68,3,76,99
Manhattan,Hell's Kitchen,40.76041,-73.99496,Entire home/apt,6,15,2019-06-30,0.44,1,364,450
Manhattan,Harlem,40.82664,-73.94814,Private room,2,38,2019-06-21,1.71,1,13,60
Manhattan,Harlem,40.82339,-73.95271,Entire home/apt,7,7,2019-04-27,0.16,1,269,90
Manhattan,East Village,40.72867,-73.98593,Entire home/apt,3,8,2019-05-25,1.21,1,66,175
Brooklyn,Flatbush,40.65369,-73.95565,Private room,3,22,2019-06-10,1.4,1,89,65
Manhattan,Lower East Side,40.7208,-73.9867,Entire home/apt,3,138,2019-06-08,2.87,1,58,341
Manhattan,Lower East Side,40.72131,-73.98541,Entire home/apt,3,1,2015-09-06,0.02,1,0,100
Manhattan,East Village,40.72852,-73.99009,Private room,3,34,2019-06-28,2.91,1,3,150
Manhattan,Upper East Side,40.77743,-73.94977,Entire home/apt,31,4,2019-04-12,0.23,33,338,140
Manhattan,Upper East Side,40.77391,-73.94816,Entire home/apt,3,0,,,1,0,100
Brooklyn,Williamsburg,40.71639,-73.95271,Entire home/apt,4,0,,,1,0,150
Brooklyn,Brooklyn Heights,40.70136,-73.99372,Entire home/apt,2,24,2019-03-24,1.01,1,240,1095
Brooklyn,Bushwick,40.69728,-73.91387,Private room,5,0,,,1,0,40
Manhattan,Kips Bay,40.74385,-73.97669,Entire home/apt,4,25,2019-07-05,8.24,1,4,100
Brooklyn,Carroll Gardens,40.68378,-74.00046,Entire home/apt,2,0,,,1,0,55
Queens,Ozone Park,40.68129,-73.84235,Private room,1,1,2018-10-26,0.12,2,173,75
Brooklyn,Greenpoint,40.72712,-73.95499,Private room,1,0,,,1,0,80
Brooklyn,Prospect Heights,40.67293,-73.96399,Entire home/apt,5,7,2015-12-31,0.08,1,0,125
