neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
Manhattan,Hell's Kitchen,40.76111,-73.99818,Entire home/apt,30,0,,,121,365,219
Manhattan,Upper West Side,40.77936,-73.97874,Entire home/apt,30,1,2017-07-19,0.04,87,342,167
Manhattan,Lower East Side,40.71827,-73.98983,Entire home/apt,4,13,2017-10-23,0.35,1,0,180
Brooklyn,Kensington,40.64277,-73.9744,Entire home/apt,2,11,2019-04-15,0.3,1,0,95
Manhattan,Upper West Side,40.77326,-73.98888,Entire home/apt,1,0,,,1,0,250
Brooklyn,Bedford-Stuyvesant,40.68285,-73.91484,Private room,14,32,2019-01-02,0.92,4,115,85
Manhattan,Harlem,40.81635,-73.94467,Entire home/apt,4,119,2019-06-20,3.21,4,45,115
Manhattan,Midtown,40.76071,-73.96469,Entire home/apt,30,8,2019-03-12,0.36,12,267,150
Brooklyn,Flatbush,40.64684,-73.96068,Entire home/apt,5,3,2018-07-27,0.08,1,0,80
Manhattan,Chelsea,40.74584,-74.00279,Entire home/apt,14,0,,,1,0,225
Brooklyn,South Slope,40.66446,-73.97987,Entire home/apt,4,0,,,1,0,400
Brooklyn,Williamsburg,40.7186,-73.95427,Entire home/apt,5,2,2018-01-01,0.07,1,0,325
Manhattan,Upper East Side,40.77512,-73.95254,Private room,6,35,2019-06-22,1.06,1,59,99
Manhattan,Upper West Side,40.79415,-73.97323,Private room,5,3,2019-06-13,0.08,1,66,90
Manhattan,Harlem,40.81589,-73.94648,Entire home/apt,4,125,2019-06-20,3.37,4,44,110
Brooklyn,Bushwick,40.70364,-73.92769,Private room,7,0,,,1,0,50
Manhattan,Midtown,40.74992,-73.97223,Entire home/apt,30,0,,,87,188,189
Staten Island,Tompkinsville,40.63598,-74.07943,Entire home/apt,2,132,2019-06-30,3.55,1,318,105
Brooklyn,Bushwick,40.70146,-73.91763,Private room,7,0,,,1,0,55
Brooklyn,Fort Greene,40.68712,-73.97114,Entire home/apt,10,0,,,1,0,180
Bronx,Concourse,40.82162,-73.92698,Private room,2,0,,,1,0,50
Brooklyn,East Flatbush,40.63292,-73.94569,Private room,2,7,2018-01-10,0.21,8,189,80
Brooklyn,Cobble Hill,40.68796,-73.99229,Entire home/apt,1,2,2016-07-29,0.05,1,0,120
Brooklyn,East Flatbush,40.63337,-73.94578,Private room,1,36,2018-09-29,0.99,8,189,525
Manhattan,Upper West Side,40.78853,-73.9751,Entire home/apt,4,5,2019-05-12,0.23,1,157,150
Manhattan,East Village,40.73004,-73.98225,Entire home/apt,2,0,,,1,0,150
Brooklyn,East Flatbush,40.63345,-73.94536,Private room,1,4,2018-05-09,0.11,8,189,90
Brooklyn,Bedford-Stuyvesant,40.68501,-73.95904,Entire home/apt,2,6,2016-12-11,0.18,1,0,130
Brooklyn,Crown Heights,40.67275,-73.95169,Entire home/apt,3,19,2018-05-18,0.53,1,0,155
Manhattan,East Village,40.72424,-73.9906,Private room,2,8,2017-05-21,0.22,4,0,90
Manhattan,Upper West Side,40.76986,-73.98673,Private room,1,1,2016-08-09,0.03,1,0,90
Brooklyn,Williamsburg,40.71182,-73.95692,Shared room,1,0,,,1,0,130
Manhattan,Hell's Kitchen,40.7605,-73.99455,Entire home/apt,3,110,2019-06-20,3.02,1,246,199
Manhattan,Morningside Heights,40.81005,-73.9599,Shared room,3,1,2017-03-19,0.04,2,0,70
Manhattan,Harlem,40.82588,-73.9388,Private room,4,2,2016-08-29,0.06,1,0,36
Manhattan,Lower East Side,40.71429,-73.98755,Private room,2,14,2017-07-28,0.38,1,0,59
Manhattan,East Village,40.72746,-73.97611,Entire home/apt,2,32,2019-07-03,0.92,1,26,185
Brooklyn,Flatbush,40.63736,-73.95669,Entire home/apt,30,46,2018-11-06,1.25,1,89,75
Manhattan,Harlem,40.80474,-73.95527,Entire home/apt,2,0,,,1,0,150
Brooklyn,Bushwick,40.69849,-73.923,Private room,2,170,2019-07-01,4.58,1,37,75
Queens,Long Island City,40.75293,-73.93757,Private room,1,210,2019-06-27,5.66,1,33,74
Brooklyn,Williamsburg,40.70705,-73.94326,Private room,2,0,,,1,0,80
Manhattan,Greenwich Village,40.72871,-74.00149,Entire home/apt,1,27,2017-02-13,0.74,1,0,161
Manhattan,Midtown,40.7588,-73.96611,Entire home/apt,30,1,2018-05-25,0.07,87,341,260
Queens,Astoria,40.7696,-73.92694,Entire home/apt,21,0,,,1,0,79
Brooklyn,Williamsburg,40.71438,-73.94742,Private room,14,0,,,1,0,43
Brooklyn,Williamsburg,40.7042,-73.94193,Private room,1,3,2017-03-26,0.08,1,0,60
Manhattan,Hell's Kitchen,40.76806,-73.98672,Private room,2,1,2016-06-26,0.03,1,0,100
Manhattan,Midtown,40.75897,-73.9617,Entire home/apt,30,0,,,87,188,210
Manhattan,Midtown,40.75724,-73.96384,Entire home/apt,30,0,,,87,280,245
Brooklyn,Bedford-Stuyvesant,40.69068,-73.95465,Entire home/apt,3,6,2018-04-08,0.17,1,0,175
Brooklyn,Williamsburg,40.70707,-73.9528,Entire home/apt,1,9,2018-11-11,0.27,2,254,250
Manhattan,Midtown,40.75726,-73.96177,Entire home/apt,30,0,,,87,188,220
Manhattan,Midtown,40.75683,-73.9659,Entire home/apt,30,5,2019-05-30,0.23,52,342,95
Manhattan,Midtown,40.74564,-73.98174,Entire home/apt,30,1,2017-05-14,0.04,31,215,250
Manhattan,Upper West Side,40.79093,-73.97969,Entire home/apt,30,0,,,87,335,167
Brooklyn,Williamsburg,40.7154,-73.95469,Private room,2,7,2017-10-23,0.21,1,0,76
Manhattan,Murray Hill,40.74686,-73.97981,Entire home/apt,3,1,2016-11-26,0.03,1,0,200
Manhattan,Hell's Kitchen,40.76294,-73.98574,Entire home/apt,30,1,2018-07-29,0.09,87,329,199
Manhattan,Harlem,40.8114,-73.94014,Entire home/apt,2,34,2018-09-16,0.93,1,0,140
Manhattan,Inwood,40.86182,-73.93088,Private room,14,4,2018-08-17,0.11,1,0,57
Brooklyn,Bedford-Stuyvesant,40.6829,-73.93935,Private room,2,2,2016-07-11,0.05,1,0,60
Brooklyn,Fort Hamilton,40.616,-74.02973,Entire home/apt,3,6,2016-09-23,0.17,1,0,80
Queens,Sunnyside,40.746,-73.91503,Entire home/apt,1,2,2017-01-01,0.06,1,0,125
Manhattan,Upper East Side,40.78531,-73.95683,Entire home/apt,30,2,2018-01-06,0.07,91,319,150
Brooklyn,Flatbush,40.62978,-73.96207,Entire home/apt,6,70,2019-07-03,2.12,1,3,70
Manhattan,Upper East Side,40.7746,-73.95546,Entire home/apt,30,7,2018-10-06,0.32,5,325,125
Brooklyn,Bedford-Stuyvesant,40.69467,-73.93594,Private room,7,1,2016-08-01,0.03,1,0,56
Brooklyn,Sunset Park,40.66525,-73.99524,Entire home/apt,2,88,2019-07-06,2.67,1,65,170
Manhattan,Upper East Side,40.76172,-73.96538,Entire home/apt,3,24,2019-06-16,0.65,1,3,179
Brooklyn,Cypress Hills,40.68144,-73.89416,Entire home/apt,5,2,2016-08-15,0.06,1,0,75
Brooklyn,Bushwick,40.70024,-73.92655,Private room,2,0,,,1,0,65
Manhattan,Upper West Side,40.78435,-73.97579,Entire home/apt,30,2,2018-01-06,0.06,6,0,295
Brooklyn,Vinegar Hill,40.69904,-73.98496,Entire home/apt,1,6,2017-06-02,0.16,1,0,150
Queens,Jamaica,40.68993,-73.80334,Entire home/apt,1,67,2019-06-23,1.81,2,340,174
Manhattan,Morningside Heights,40.81441,-73.9589,Private room,6,22,2019-04-27,0.59,3,90,67
Manhattan,Hell's Kitchen,40.76054,-73.98971,Entire home/apt,4,0,,,1,0,199
Brooklyn,Flatbush,40.65034,-73.96342,Private room,1,167,2019-06-27,4.52,2,48,62
Queens,Arverne,40.58928,-73.79531,Private room,1,2,2016-08-22,0.05,1,0,150
Brooklyn,Cypress Hills,40.68017,-73.89031,Private room,3,3,2016-10-09,0.09,1,82,115
Queens,Jackson Heights,40.75061,-73.87576,Private room,2,66,2019-06-09,1.82,4,293,40
Manhattan,Upper East Side,40.76911,-73.95738,Entire home/apt,30,0,,,87,365,200
Manhattan,Upper East Side,40.7706,-73.95725,Entire home/apt,30,2,2018-08-18,0.08,87,339,149
Manhattan,Upper West Side,40.78243,-73.97657,Entire home/apt,1,180,2019-06-26,4.88,3,125,125
Manhattan,Morningside Heights,40.81558,-73.95847,Private room,6,11,2018-10-21,0.31,3,90,73
Manhattan,Hell's Kitchen,40.76712,-73.98789,Entire home/apt,4,7,2019-04-09,0.22,1,3,200
Brooklyn,Bedford-Stuyvesant,40.68838,-73.9519,Private room,2,1,2016-08-27,0.03,1,0,34
Manhattan,Upper West Side,40.7719,-73.99046,Entire home/apt,1,0,,,1,0,300
Manhattan,Hell's Kitchen,40.76646,-73.98649,Entire home/apt,30,0,,,49,365,220
Manhattan,Harlem,40.82841,-73.94922,Private room,14,0,,,1,0,36
Brooklyn,Prospect Heights,40.67937,-73.96838,Private room,1,0,,,1,0,70
Brooklyn,Williamsburg,40.71072,-73.96131,Private room,2,150,2019-06-23,4.1,2,64,89
Brooklyn,Flatbush,40.65074,-73.96072,Entire home/apt,3,4,2017-09-15,0.11,1,0,115
Manhattan,Harlem,40.81497,-73.94781,Entire home/apt,3,50,2019-06-22,1.42,1,268,200
Manhattan,Inwood,40.86076,-73.92781,Entire home/apt,4,41,2019-07-02,1.11,2,100,100
Manhattan,Lower East Side,40.71692,-73.98874,Entire home/apt,2,0,,,1,0,175
Brooklyn,Williamsburg,40.70744,-73.94485,Private room,2,1,2016-06-27,0.03,1,0,58
Manhattan,Harlem,40.82172,-73.94791,Private room,1,19,2016-09-30,0.52,1,0,81
Manhattan,Upper West Side,40.77567,-73.9786,Private room,21,2,2016-08-20,0.05,1,281,95
Brooklyn,Midwood,40.62189,-73.96171,Private room,2,157,2019-06-25,4.27,1,67,38
Manhattan,Chinatown,40.71661,-73.99144,Entire home/apt,3,7,2018-03-12,0.19,1,11,150
Manhattan,Harlem,40.82004,-73.95063,Private room,2,3,2017-01-23,0.1,1,0,40
Manhattan,Midtown,40.74311,-73.98286,Entire home/apt,5,0,,,1,0,150
Manhattan,East Village,40.72605,-73.98705,Entire home/apt,17,11,2019-06-01,0.3,1,0,99
Brooklyn,Williamsburg,40.71758,-73.95015,Entire home/apt,1,1,2016-07-21,0.03,1,0,250
Manhattan,Chinatown,40.7153,-73.99938,Private room,1,1,2016-10-09,0.03,2,0,69
Brooklyn,Bushwick,40.69092,-73.91546,Private room,1,1,2016-07-05,0.03,1,0,35
Brooklyn,Williamsburg,40.70559,-73.93552,Private room,1,3,2017-05-29,0.08,1,0,65
Manhattan,Midtown,40.75494,-73.96738,Entire home/apt,4,0,,,1,0,259
Brooklyn,Williamsburg,40.71578,-73.95879,Entire home/apt,2,5,2019-03-20,0.14,1,0,150
Brooklyn,Crown Heights,40.67469,-73.94062,Entire home/apt,5,9,2018-12-29,0.25,1,0,270
Brooklyn,Bedford-Stuyvesant,40.69127,-73.95085,Entire home/apt,3,40,2019-06-02,1.08,1,327,150
Queens,Ridgewood,40.70087,-73.90571,Private room,1,0,,,1,0,100
Queens,Astoria,40.76626,-73.91835,Entire home/apt,2,19,2019-05-31,0.52,1,0,119
Manhattan,Harlem,40.80573,-73.94994,Entire home/apt,1,160,2019-06-23,4.31,3,246,129
Brooklyn,Bedford-Stuyvesant,40.68343,-73.94394,Entire home/apt,2,103,2019-07-04,2.9,2,144,175
Brooklyn,Sunset Park,40.65562,-74.00295,Private room,2,3,2016-10-19,0.08,1,0,40
Brooklyn,Greenpoint,40.72429,-73.94534,Entire home/apt,3,1,2016-07-18,0.03,1,0,125
Queens,Elmhurst,40.73928,-73.87755,Entire home/apt,5,93,2019-06-30,2.52,2,7,101
Manhattan,Upper East Side,40.77989,-73.94763,Private room,19,6,2018-08-31,0.17,10,285,49
Manhattan,Upper West Side,40.7751,-73.98148,Entire home/apt,2,15,2016-11-25,0.41,2,3,300
Brooklyn,Bedford-Stuyvesant,40.68232,-73.94401,Private room,2,1,2019-06-10,1.0,3,125,75
Brooklyn,Cypress Hills,40.68015,-73.90504,Entire home/apt,1,182,2019-06-23,5.85,1,62,85
Brooklyn,Williamsburg,40.71307,-73.95084,Entire home/apt,1,49,2019-06-30,1.34,1,50,185
Manhattan,Hell's Kitchen,40.75666,-73.99444,Entire home/apt,2,174,2019-06-22,4.88,1,65,185
Brooklyn,Bedford-Stuyvesant,40.69191,-73.94636,Private room,6,0,,,1,0,50
Manhattan,Little Italy,40.71955,-73.99707,Private room,2,1,2016-09-14,0.03,1,0,110
Brooklyn,Williamsburg,40.70648,-73.92997,Private room,4,47,2018-10-12,1.28,2,249,65
Manhattan,Theater District,40.76122,-73.98292,Entire home/apt,30,4,2018-11-30,0.21,1,292,185
Brooklyn,Bedford-Stuyvesant,40.68541,-73.92392,Entire home/apt,3,4,2017-08-16,0.11,1,0,195
Manhattan,Upper West Side,40.80056,-73.96035,Private room,2,26,2019-06-24,0.71,1,16,85
Manhattan,East Village,40.72539,-73.97963,Entire home/apt,2,48,2018-08-09,1.33,1,0,295
Brooklyn,Bedford-Stuyvesant,40.69123,-73.93599,Private room,2,21,2019-01-01,0.59,1,0,120
Brooklyn,Crown Heights,40.6789,-73.96242,Entire home/apt,4,15,2019-01-02,0.41,1,15,189
Brooklyn,Bedford-Stuyvesant,40.68731,-73.9478,Private room,1,0,,,1,0,60
Manhattan,Nolita,40.72154,-73.99577,Entire home/apt,2,33,2019-06-15,0.9,1,1,123
Manhattan,Upper West Side,40.79394,-73.97665,Private room,3,1,2016-07-02,0.03,1,0,89
Manhattan,East Harlem,40.78706,-73.94798,Entire home/apt,1,6,2018-01-17,0.18,1,0,140
Brooklyn,East New York,40.6638,-73.89307,Entire home/apt,1,106,2019-06-13,2.87,2,337,85
Manhattan,East Harlem,40.80038,-73.94602,Entire home/apt,3,7,2019-06-21,3.28,1,242,169
Manhattan,Upper West Side,40.79671,-73.9712,Entire home/apt,3,4,2017-01-01,0.11,1,0,145
Brooklyn,Williamsburg,40.717,-73.96183,Entire home/apt,1,61,2019-06-08,1.74,1,11,145
Manhattan,East Village,40.72552,-73.97879,Entire home/apt,2,13,2018-11-27,0.35,1,0,165
Brooklyn,Bushwick,40.70458,-73.92031,Entire home/apt,7,0,,,1,0,152
Brooklyn,South Slope,40.66282,-73.98714,Private room,7,10,2018-10-09,0.28,4,36,99
Manhattan,East Village,40.72296,-73.9776,Entire home/apt,2,0,,,1,0,110
Brooklyn,Midwood,40.6271,-73.97182,Private room,3,3,2017-07-30,0.09,1,0,40
Manhattan,Greenwich Village,40.72948,-73.99986,Private room,3,20,2019-07-04,0.59,2,15,115
Brooklyn,Bushwick,40.70124,-73.93125,Entire home/apt,2,4,2019-03-18,0.12,2,0,157
Brooklyn,Bedford-Stuyvesant,40.68786,-73.95688,Entire home/apt,1,10,2018-06-14,0.28,3,365,1000
Brooklyn,Flatbush,40.64809,-73.9677,Private room,1,25,2019-03-16,0.68,1,333,72
Queens,Astoria,40.76376,-73.91438,Private room,2,50,2019-05-31,1.63,2,179,40
Manhattan,Midtown,40.75561,-73.96472,Entire home/apt,4,0,,,1,0,175
Brooklyn,Bedford-Stuyvesant,40.6878,-73.95493,Entire home/apt,3,82,2019-06-21,2.22,1,4,90
Manhattan,Harlem,40.80372,-73.95036,Private room,3,2,2018-08-23,0.18,1,0,65
Manhattan,Upper West Side,40.78697,-73.97351,Private room,2,6,2017-08-15,0.16,1,0,79
Brooklyn,East Flatbush,40.64145,-73.9433,Entire home/apt,2,34,2019-06-24,1.0,1,344,350
Brooklyn,East Flatbush,40.66375,-73.92974,Entire home/apt,6,46,2019-07-01,1.25,1,69,71
Manhattan,Morningside Heights,40.80325,-73.96433,Private room,10,1,2016-07-19,0.03,1,0,50
Manhattan,Midtown,40.75004,-73.97089,Entire home/apt,30,5,2017-10-07,0.14,10,289,115
Brooklyn,Williamsburg,40.70524,-73.93305,Private room,5,0,,,1,0,49
Manhattan,Chelsea,40.74366,-74.0005,Private room,1,2,2016-07-28,0.06,1,0,70
Manhattan,East Village,40.72737,-73.97789,Entire home/apt,3,6,2019-07-01,0.17,1,34,110
Brooklyn,Carroll Gardens,40.68354,-74.00139,Entire home/apt,1,4,2018-09-30,0.17,1,0,140
Manhattan,Harlem,40.83077,-73.94847,Entire home/apt,2,8,2019-01-02,0.34,1,5,89
Manhattan,SoHo,40.7205,-73.9986,Entire home/apt,2,3,2016-08-01,0.08,1,0,259
Manhattan,Upper East Side,40.76885,-73.96472,Entire home/apt,2,48,2019-06-30,1.3,1,40,160
Manhattan,Upper East Side,40.76873,-73.95464,Entire home/apt,7,1,2016-08-29,0.03,1,0,113
Manhattan,East Village,40.72402,-73.97778,Entire home/apt,2,0,,,1,0,300
Manhattan,Harlem,40.8018,-73.95166,Entire home/apt,3,26,2018-09-03,0.7,1,67,125
Manhattan,Morningside Heights,40.81005,-73.9572,Entire home/apt,5,2,2016-08-29,0.06,1,0,105
Brooklyn,Flatbush,40.65226,-73.95732,Private room,2,0,,,1,0,70
Brooklyn,Crown Heights,40.67667,-73.94826,Private room,1,47,2019-07-01,1.36,2,151,125
Brooklyn,Williamsburg,40.70876,-73.95125,Entire home/apt,2,0,,,3,0,150
Manhattan,West Village,40.73273,-74.00704,Entire home/apt,3,12,2018-09-26,0.33,1,12,275
Brooklyn,Williamsburg,40.71791,-73.94242,Private room,3,0,,,1,0,65
Brooklyn,Bedford-Stuyvesant,40.68499,-73.94433,Private room,3,124,2019-06-20,3.45,1,199,65
Manhattan,SoHo,40.72263,-74.00424,Entire home/apt,3,2,2016-08-08,0.06,1,0,400
Manhattan,Kips Bay,40.74136,-73.98006,Entire home/apt,30,5,2019-05-01,0.14,91,312,159
Manhattan,Upper East Side,40.7758,-73.95472,Entire home/apt,5,11,2016-11-27,0.3,2,0,200
Manhattan,Battery Park City,40.71617,-74.01468,Private room,1,1,2016-11-05,0.03,1,0,225
Manhattan,Upper East Side,40.76711,-73.96177,Entire home/apt,1,3,2016-10-01,0.09,1,0,199
Manhattan,Upper East Side,40.77775,-73.95361,Shared room,1,6,2016-08-07,0.16,2,0,75
Brooklyn,Bedford-Stuyvesant,40.68188,-73.91507,Private room,1,1,2016-08-01,0.03,1,0,44
Brooklyn,Williamsburg,40.71673,-73.94832,Private room,5,1,2016-08-01,0.03,1,0,100
Brooklyn,Williamsburg,40.72012,-73.95675,Entire home/apt,28,20,2018-08-27,0.59,1,80,130
Manhattan,Financial District,40.70994,-74.00706,Entire home/apt,2,3,2019-06-23,0.85,2,106,408
Brooklyn,Greenpoint,40.7354,-73.95706,Entire home/apt,3,4,2017-09-21,0.12,1,0,120
Manhattan,Theater District,40.75967,-73.98732,Entire home/apt,1,0,,,1,0,273
Brooklyn,East Flatbush,40.65275,-73.95119,Entire home/apt,1,0,,,1,0,85
Queens,Long Island City,40.75353,-73.9289,Private room,2,16,2018-12-09,0.49,1,0,80
Brooklyn,Bushwick,40.70347,-73.92764,Private room,2,1,2016-06-27,0.03,1,0,60
Manhattan,Gramercy,40.73577,-73.98057,Entire home/apt,5,0,,,1,0,275
Queens,Astoria,40.76764,-73.9279,Entire home/apt,25,5,2016-11-14,0.14,1,0,125
Manhattan,Hell's Kitchen,40.76395,-73.9884,Entire home/apt,2,25,2018-04-22,0.68,1,0,200
Manhattan,Midtown,40.7441,-73.98834,Entire home/apt,2,106,2019-06-20,2.96,1,250,199
Manhattan,Upper East Side,40.77374,-73.95684,Entire home/apt,2,6,2019-03-22,0.18,1,364,265
Manhattan,West Village,40.73484,-74.00364,Entire home/apt,2,18,2018-07-22,0.5,2,0,700
Manhattan,East Village,40.72544,-73.9899,Private room,2,31,2019-06-30,0.94,1,28,80
Brooklyn,Bushwick,40.7035,-73.92912,Private room,3,1,2018-01-01,0.05,1,0,35
Manhattan,Lower East Side,40.71844,-73.9858,Entire home/apt,2,104,2019-06-23,2.81,1,76,135
Manhattan,East Village,40.72392,-73.98719,Private room,3,2,2017-09-30,0.09,1,0,70
Brooklyn,Fort Hamilton,40.62106,-74.03384,Shared room,1,0,,,1,0,179
Manhattan,East Harlem,40.78584,-73.94899,Entire home/apt,5,0,,,1,0,99
Brooklyn,Vinegar Hill,40.7041,-73.98089,Entire home/apt,6,1,2016-07-24,0.03,1,0,135
Brooklyn,Gowanus,40.68331,-73.98609,Entire home/apt,2,0,,,1,0,104
Manhattan,East Village,40.73055,-73.99146,Entire home/apt,3,3,2016-08-28,0.08,1,0,128
Brooklyn,Flatbush,40.65257,-73.96259,Private room,2,44,2019-06-30,1.33,1,1,60
Brooklyn,Boerum Hill,40.68882,-73.98911,Entire home/apt,5,2,2016-12-25,0.06,1,0,170
Manhattan,East Village,40.72248,-73.98316,Private room,3,4,2016-11-28,0.11,1,0,85
Queens,Sunnyside,40.73846,-73.92273,Private room,4,6,2017-09-04,0.17,1,0,60
Manhattan,Two Bridges,40.71298,-73.99406,Private room,3,0,,,1,0,75
Manhattan,Upper West Side,40.79229,-73.97308,Entire home/apt,3,29,2018-04-08,0.79,1,0,349
Brooklyn,Williamsburg,40.72003,-73.95756,Private room,1,0,,,1,0,90
Brooklyn,Flatbush,40.64503,-73.96027,Private room,1,0,,,1,0,55
Manhattan,Harlem,40.82629,-73.94785,Private room,5,0,,,1,0,50
Brooklyn,Williamsburg,40.71911,-73.95828,Entire home/apt,2,3,2016-10-30,0.08,1,0,200
Manhattan,Greenwich Village,40.72875,-74.00169,Private room,4,1,2016-10-23,0.03,2,0,110
Manhattan,Chelsea,40.74122,-73.99963,Entire home/apt,2,47,2019-06-30,1.3,1,0,325
Brooklyn,Crown Heights,40.66887,-73.95292,Private room,2,0,,,1,0,70
Brooklyn,South Slope,40.6638,-73.97935,Entire home/apt,5,2,2017-07-01,0.07,1,0,180
Manhattan,Hell's Kitchen,40.76751,-73.98483,Entire home/apt,1,24,2017-07-01,0.65,1,0,134
Manhattan,Harlem,40.81044,-73.94916,Entire home/apt,3,13,2019-06-09,0.37,1,207,150
Manhattan,Morningside Heights,40.80534,-73.96654,Private room,1,0,,,1,0,150
Brooklyn,Greenpoint,40.73005,-73.95807,Entire home/apt,2,58,2019-05-19,1.71,1,257,200
Brooklyn,Bedford-Stuyvesant,40.69119,-73.9601,Entire home/apt,4,7,2019-04-23,0.2,1,0,110
Brooklyn,Williamsburg,40.71666,-73.95447,Entire home/apt,5,11,2018-08-06,0.3,1,0,105
Manhattan,Chelsea,40.74179,-73.99855,Entire home/apt,1,0,,,1,0,150
Brooklyn,Boerum Hill,40.68601,-73.98335,Entire home/apt,5,0,,,1,0,200
Manhattan,Upper West Side,40.79759,-73.96544,Entire home/apt,1,3,2016-07-19,0.08,1,0,165
Manhattan,Harlem,40.8085,-73.94113,Private room,14,4,2019-07-01,0.11,2,184,75
Brooklyn,Bedford-Stuyvesant,40.68006,-73.94115,Entire home/apt,5,115,2019-06-24,3.13,1,182,104
Manhattan,Financial District,40.70884,-74.00754,Entire home/apt,2,15,2018-05-31,0.42,1,0,130
Manhattan,East Village,40.72383,-73.9839,Private room,1,4,2016-07-05,0.11,1,0,130
Manhattan,Gramercy,40.73536,-73.98433,Entire home/apt,7,7,2017-11-05,0.23,1,0,145
Manhattan,Harlem,40.82633,-73.94459,Private room,1,1,2016-07-09,0.03,1,157,60
Queens,Cambria Heights,40.69061,-73.73917,Private room,5,1,2016-10-24,0.03,1,179,40
Manhattan,Harlem,40.82443,-73.95175,Private room,1,0,,,1,0,60
Manhattan,East Harlem,40.80767,-73.93913,Entire home/apt,2,7,2019-01-06,0.2,1,0,99
Brooklyn,Bushwick,40.70381,-73.91922,Private room,2,0,,,1,0,75
Queens,Maspeth,40.73359,-73.89227,Private room,14,35,2019-03-07,1.58,3,215,70
Brooklyn,Gravesend,40.59535,-73.98946,Entire home/apt,4,80,2019-07-01,2.53,2,107,109
Manhattan,Upper West Side,40.79774,-73.97274,Entire home/apt,3,5,2019-01-05,0.15,1,23,250
Manhattan,Harlem,40.82438,-73.9502,Entire home/apt,4,4,2017-12-08,0.11,1,0,129
Brooklyn,Greenpoint,40.72341,-73.93616,Entire home/apt,4,0,,,2,0,90
Manhattan,Lower East Side,40.71967,-73.98506,Entire home/apt,3,47,2019-06-28,1.33,1,39,150
Manhattan,East Village,40.72857,-73.9854,Entire home/apt,3,5,2019-03-20,0.22,1,0,198
Brooklyn,Bushwick,40.68936,-73.90814,Private room,1,5,2018-09-15,0.14,1,89,55
Manhattan,Harlem,40.80927,-73.9427,Private room,1,4,2017-10-09,0.11,1,0,61
Queens,Astoria,40.76923,-73.91835,Entire home/apt,1,2,2016-08-06,0.05,1,0,90
Manhattan,Harlem,40.80131,-73.9579,Private room,7,2,2016-07-30,0.06,1,0,45
Queens,Arverne,40.59421,-73.80043,Entire home/apt,2,35,2019-07-06,0.95,1,4,200
Brooklyn,Crown Heights,40.67477,-73.95313,Private room,2,1,2018-05-27,0.07,1,0,60
Manhattan,Gramercy,40.73192,-73.98291,Entire home/apt,5,0,,,1,0,150
Brooklyn,Williamsburg,40.71503,-73.94733,Entire home/apt,3,2,2017-07-17,0.08,1,0,125
Manhattan,Theater District,40.75927,-73.98592,Private room,7,0,,,1,0,80
Manhattan,East Harlem,40.7865,-73.94288,Private room,3,0,,,1,0,80
Brooklyn,Bushwick,40.68392,-73.90654,Private room,6,2,2016-08-23,0.06,1,0,35
Queens,Long Island City,40.75726,-73.93555,Private room,1,113,2019-05-27,3.17,2,57,40
Brooklyn,Bushwick,40.69828,-73.93206,Private room,1,0,,,1,0,120
Brooklyn,Windsor Terrace,40.64999,-73.97307,Entire home/apt,30,2,2018-08-06,0.06,1,222,100
Brooklyn,Clinton Hill,40.68552,-73.9609,Entire home/apt,6,4,2018-05-14,0.11,1,7,259
Brooklyn,Sunset Park,40.64569,-74.00784,Entire home/apt,10,3,2018-08-23,0.09,1,1,89
Brooklyn,Carroll Gardens,40.6839,-73.99266,Private room,5,0,,,2,0,75
Brooklyn,Williamsburg,40.70845,-73.95397,Entire home/apt,7,9,2019-06-06,0.25,1,7,135
Manhattan,Upper West Side,40.77778,-73.97795,Entire home/apt,4,1,2016-09-13,0.03,1,0,200
Manhattan,Morningside Heights,40.80442,-73.96362,Private room,2,8,2017-09-11,0.22,1,0,90
Brooklyn,South Slope,40.66658,-73.98117,Entire home/apt,3,1,2016-07-25,0.03,1,3,200
Manhattan,Hell's Kitchen,40.75571,-73.99594,Private room,15,0,,,1,0,90
Brooklyn,Greenpoint,40.73516,-73.95532,Entire home/apt,2,68,2019-06-29,1.93,1,100,150
Manhattan,Nolita,40.7224,-73.99604,Entire home/apt,1,2,2016-07-01,0.05,2,0,110
Manhattan,Upper East Side,40.78137,-73.95176,Entire home/apt,2,1,2016-08-13,0.03,1,0,150
Manhattan,Greenwich Village,40.72948,-74.00153,Private room,2,4,2017-01-03,0.11,1,0,115
Brooklyn,Prospect-Lefferts Gardens,40.65668,-73.95969,Private room,1,8,2017-08-19,0.22,2,0,42
Brooklyn,Williamsburg,40.70922,-73.94722,Private room,2,1,2016-07-19,0.03,1,0,75
Manhattan,Upper West Side,40.77597,-73.98038,Entire home/apt,2,72,2019-07-01,1.95,1,27,189
Manhattan,Harlem,40.82022,-73.95358,Entire home/apt,1,7,2016-08-28,0.19,1,0,125
Brooklyn,Windsor Terrace,40.65879,-73.97733,Entire home/apt,5,0,,,1,0,150
Manhattan,Kips Bay,40.73969,-73.98445,Entire home/apt,30,5,2017-12-19,0.14,39,283,175
Manhattan,Lower East Side,40.71881,-73.98882,Private room,2,48,2018-02-03,1.3,1,0,99
Bronx,Woodlawn,40.89984,-73.86902,Entire home/apt,2,43,2019-07-06,1.19,1,299,85
